----------------------------------------------------------------------
Marvellous Process Log
Log file created at : Fri Jun 14 11:39:57 2024
----------------------------------------------------------------------
{'name': 'chrome', 'username': 'arjun', 'pid': 17122, 'vms': 1160480.5546875} 
{'name': 'chrome', 'username': 'arjun', 'pid': 17133, 'vms': 1158837.12109375} 
{'name': 'kworker/10:0', 'username': 'root', 'pid': 17151, 'vms': 0.0} 
{'name': 'chrome', 'username': 'arjun', 'pid': 17160, 'vms': 1158772.7109375} 
{'name': 'kworker/2:1', 'username': 'root', 'pid': 17180, 'vms': 0.0} 
{'name': 'kworker/7:0', 'username': 'root', 'pid': 17181, 'vms': 0.0} 
{'name': 'kworker/u24:0-flush-8:16', 'username': 'root', 'pid': 17280, 'vms': 0.0} 
{'name': 'kworker/9:1-events', 'username': 'root', 'pid': 17396, 'vms': 0.0} 
{'name': 'kworker/u25:0-rb_allocator', 'username': 'root', 'pid': 17466, 'vms': 0.0} 
{'name': 'kworker/4:0', 'username': 'root', 'pid': 17467, 'vms': 0.0} 
{'name': 'kworker/11:2-events', 'username': 'root', 'pid': 17470, 'vms': 0.0} 
{'name': 'kworker/8:1-events', 'username': 'root', 'pid': 17472, 'vms': 0.0} 
{'name': 'kworker/6:0-events', 'username': 'root', 'pid': 17493, 'vms': 0.0} 
{'name': 'kworker/10:1-events', 'username': 'root', 'pid': 17497, 'vms': 0.0} 
{'name': 'kworker/5:1', 'username': 'root', 'pid': 17501, 'vms': 0.0} 
{'name': 'kworker/8:2', 'username': 'root', 'pid': 17505, 'vms': 0.0} 
{'name': 'kworker/11:0-events', 'username': 'root', 'pid': 17509, 'vms': 0.0} 
{'name': 'kworker/10:2-i915-unordered', 'username': 'root', 'pid': 17510, 'vms': 0.0} 
{'name': 'kworker/u25:1-rb_allocator', 'username': 'root', 'pid': 17512, 'vms': 0.0} 
{'name': 'kworker/u24:3-events_power_efficient', 'username': 'root', 'pid': 17531, 'vms': 0.0} 
{'name': 'python3', 'username': 'arjun', 'pid': 17543, 'vms': 23.3046875} 
----------------------------------------------------------------------
